,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
105,qBTaRP58SOvUy-o_CEG5Rw,oberlin-providence,Oberlin,https://s3-media3.fl.yelpcdn.com/bphoto/wu6j8tWNtQskPqvz4L7RMw/o.jpg,False,https://www.yelp.com/biz/oberlin-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,203,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 41.8224807, 'longitude': -71.4122827}","['delivery', 'pickup']",$$$,"{'address1': '186 Union St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['186 Union St', 'Providence, RI 02903']}",+14015888755,(401) 588-8755,399.84863349651357
106,DeiGX4Yd60uxOjV3r0q_Lg,new-harvest-coffee-and-spirits-providence,New Harvest Coffee & Spirits,https://s3-media4.fl.yelpcdn.com/bphoto/-Od-7d4dEWmAmCvRbtuD5g/o.jpg,False,https://www.yelp.com/biz/new-harvest-coffee-and-spirits-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,122,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,"{'latitude': 41.82565, 'longitude': -71.43295}",[],$,"{'address1': '10 Sims Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['10 Sims Ave', 'Providence, RI 02909']}",+14016184536,(401) 618-4536,1546.572527488402
107,BM3PHCX4XeW0isf56DS7Ew,marcelino-s-boutique-bar-providence,Marcelino’s Boutique Bar,https://s3-media2.fl.yelpcdn.com/bphoto/2Dc5KsgXsGEajhODsycnwQ/o.jpg,False,https://www.yelp.com/biz/marcelino-s-boutique-bar-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,81,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,"{'latitude': 41.825099068981984, 'longitude': -71.41502511955251}",[],,"{'address1': '1 W Exchange St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['1 W Exchange St', 'Providence, RI 02903']}",+14016660088,(401) 666-0088,80.334815348427
108,zR6m1J5Y_3RndYcLIRROeg,ten-prime-steak-and-sushi-providence,Ten Prime Steak & Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/qngp04sD-mR_6VhFOrkzqw/o.jpg,False,https://www.yelp.com/biz/ten-prime-steak-and-sushi-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,301,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 41.823208, 'longitude': -71.409747}","['delivery', 'pickup']",$$$,"{'address1': '55 Pine St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['55 Pine St', 'Providence, RI 02903']}",+14014532333,(401) 453-2333,516.817628847678
109,BhjVNGhWBeWx-joM_xwS9w,murphys-providence-providence-2,Murphy's Providence,https://s3-media2.fl.yelpcdn.com/bphoto/Totuc8vJHryJv2DsPiotSg/o.jpg,False,https://www.yelp.com/biz/murphys-providence-providence-2?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,257,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 41.82345, 'longitude': -71.41569}","['delivery', 'pickup']",$$,"{'address1': '100 Fountain St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['100 Fountain St', 'Providence, RI 02903']}",+14014211188,(401) 421-1188,272.1332323680753
110,OrSx3PX3yCwzhmKXR3GgUg,nice-slice-providence-2,Nice Slice,https://s3-media2.fl.yelpcdn.com/bphoto/MCeKMztpeZZJ1xKjJnslLw/o.jpg,False,https://www.yelp.com/biz/nice-slice-providence-2?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,126,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 41.81819, 'longitude': -71.42094}","['delivery', 'pickup']",$,"{'address1': '767 Westminster St', 'address2': '', 'address3': None, 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['767 Westminster St', 'Providence, RI 02903']}",+14014536423,(401) 453-6423,996.8477132551943
111,Wd9p_AlZTnN6pBHmT9YemQ,jackys-waterplace-providence,Jacky's Waterplace,https://s3-media2.fl.yelpcdn.com/bphoto/aqTpVAEk6XVcnI8I3gOCBQ/o.jpg,False,https://www.yelp.com/biz/jackys-waterplace-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,373,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 41.827354, 'longitude': -71.413066}","['delivery', 'pickup']",$$$,"{'address1': '200 Exchange St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['200 Exchange St', 'Providence, RI 02903']}",+14013835000,(401) 383-5000,229.2640762760295
112,2Fp0fnPh3Su70AgjH1YUOw,vino-veritas-providence,Vino Veritas,https://s3-media4.fl.yelpcdn.com/bphoto/fg79Nhg_mtexWbVOmoBkKQ/o.jpg,False,https://www.yelp.com/biz/vino-veritas-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,102,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 41.8185043334961, 'longitude': -71.4342956542969}","['delivery', 'pickup']",$$,"{'address1': '486 Broadway', 'address2': '', 'address3': None, 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['486 Broadway', 'Providence, RI 02909']}",+14013832001,(401) 383-2001,1798.5156774634297
113,iXCJP3olYSvE8mFhqpXvoA,haruki-east-providence,Haruki East,https://s3-media1.fl.yelpcdn.com/bphoto/_MHFvuqjKoFIEHT2EjY-5A/o.jpg,False,https://www.yelp.com/biz/haruki-east-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,302,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 41.8287895, 'longitude': -71.3885455}",['delivery'],$$,"{'address1': '172 Wayland Ave', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['172 Wayland Ave', 'Providence, RI 02906']}",+14012230332,(401) 223-0332,2209.3245816934987
114,x6bgBQLnLoTiw_RfXfb9_Q,not-just-snacks-providence,Not Just Snacks,https://s3-media1.fl.yelpcdn.com/bphoto/623KwrtpajsyH36_BbRHmg/o.jpg,False,https://www.yelp.com/biz/not-just-snacks-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,259,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,"{'latitude': 41.8497208, 'longitude': -71.3944172}",['delivery'],$,"{'address1': '833 Hope St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['833 Hope St', 'Providence, RI 02906']}",+14018311150,(401) 831-1150,3153.9274873662134
115,MK9ZW1qVYo5UvTJoqfYLuw,the-capital-grille-providence-4,The Capital Grille,https://s3-media1.fl.yelpcdn.com/bphoto/um4TzBbqeJa2fSwTWsIMqg/o.jpg,False,https://www.yelp.com/biz/the-capital-grille-providence-4?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,259,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 41.8264465332031, 'longitude': -71.4148864746094}",['delivery'],$$$,"{'address1': '10 Memorial Blvd', 'address2': 'Ste 101', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['10 Memorial Blvd', 'Ste 101', 'Providence, RI 02903']}",+14015215600,(401) 521-5600,87.34875219745953
116,mjxOsowSJzXR5sGUU5nImg,ocean-state-sandwich-providence,Ocean State Sandwich,https://s3-media3.fl.yelpcdn.com/bphoto/LZRinUAa2a1SwwbzERdxaQ/o.jpg,False,https://www.yelp.com/biz/ocean-state-sandwich-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,124,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 41.8238686, 'longitude': -71.4115437}",['delivery'],$,"{'address1': '155 Westminster St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['155 Westminster St', 'Providence, RI 02903']}",+14015216772,(401) 521-6772,350.58265889418516
117,poCnCKsyPJMTCCxmVYarmw,justines-providence,Justine's,https://s3-media1.fl.yelpcdn.com/bphoto/t9Oz2L41O9uXa5xmmAcm-Q/o.jpg,False,https://www.yelp.com/biz/justines-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,136,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.8166838, 'longitude': -71.4437391}",['delivery'],$,"{'address1': '11 Olneyville Sq', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['11 Olneyville Sq', 'Providence, RI 02909']}",+14014544440,(401) 454-4440,2595.8646786730483
118,Uk9-7kdKgBQ_N93v_WgUhA,tori-tomo-providence,Tori Tomo,https://s3-media3.fl.yelpcdn.com/bphoto/gLBsVHxkg6szZIFC-byYBg/o.jpg,False,https://www.yelp.com/biz/tori-tomo-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,126,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 41.823849, 'longitude': -71.413907}","['delivery', 'pickup']",$$,"{'address1': '69 Washington St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['69 Washington St', 'Providence, RI 02903']}",+14014092077,(401) 409-2077,231.3636544037049
119,eAGvvpsMsf6TRlR3aKmngQ,antonios-pizza-providence,Antonio's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/c0SiFj4FDhYRLYWf_8BUmQ/o.jpg,False,https://www.yelp.com/biz/antonios-pizza-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,235,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 41.8288737, 'longitude': -71.4009097}","['delivery', 'pickup']",$,"{'address1': '258 Thayer St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['258 Thayer St', 'Providence, RI 02906']}",+14014553600,(401) 455-3600,1210.1559248062356
120,-h68O0_l3ztdy-eV4HaHDw,west-side-diner-providence,West Side Diner,https://s3-media3.fl.yelpcdn.com/bphoto/iui_nhA54gYgKI0ZtP7O7Q/o.jpg,False,https://www.yelp.com/biz/west-side-diner-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,238,"[{'alias': 'diners', 'title': 'Diners'}]",4.0,"{'latitude': 41.816291, 'longitude': -71.432007}","['delivery', 'pickup']",$$,"{'address1': '1380 Westminster', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['1380 Westminster', 'Providence, RI 02909']}",+14014900644,(401) 490-0644,1768.9528734229966
121,s6jJGyXuuw_0b5V7EoPx5g,ceremony-providence-3,Ceremony,https://s3-media3.fl.yelpcdn.com/bphoto/FVdEVJRUVuNnHtadKjm_Hg/o.jpg,False,https://www.yelp.com/biz/ceremony-providence-3?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,75,"[{'alias': 'tea', 'title': 'Tea Rooms'}]",4.5,"{'latitude': 41.82903798061201, 'longitude': -71.3998376460281}","['delivery', 'pickup']",$$,"{'address1': '406 Brook St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['406 Brook St', 'Providence, RI 02906']}",,,1299.1697624959188
122,Su0pL9ZPWlFVs924EhfEcg,kleos-providence-3,Kleos,https://s3-media1.fl.yelpcdn.com/bphoto/gnNf5neiKzcn2gVqhEef-A/o.jpg,False,https://www.yelp.com/biz/kleos-providence-3?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,234,"[{'alias': 'greek', 'title': 'Greek'}]",4.0,"{'latitude': 41.8227667493173, 'longitude': -71.4126882806822}",[],$$,"{'address1': '250 Westminster St', 'address2': '', 'address3': None, 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['250 Westminster St', 'Providence, RI 02903']}",+14014434083,(401) 443-4083,385.50003663679325
123,E5JVNu8pcfCLze6VNhzphg,layali-providence-providence,Layali Providence,https://s3-media3.fl.yelpcdn.com/bphoto/leLmRCedH_GVrzuuZnrMcQ/o.jpg,False,https://www.yelp.com/biz/layali-providence-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,86,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 41.824257071296, 'longitude': -71.4085777389237}",[],$$,"{'address1': '1 Custom House St', 'address2': '', 'address3': None, 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['1 Custom House St', 'Providence, RI 02903']}",+14016324500,(401) 632-4500,484.79010691975594
124,PNHPwmUzP8iv8BIgBkEGsQ,the-salted-slate-providence,The Salted Slate,https://s3-media2.fl.yelpcdn.com/bphoto/vPAUY3xY7ricopKQobPqwA/o.jpg,False,https://www.yelp.com/biz/the-salted-slate-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,352,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 41.8290868, 'longitude': -71.3884178}","['delivery', 'pickup']",$$,"{'address1': '186 Wayland Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['186 Wayland Ave', 'Providence, RI 02906']}",+14012703737,(401) 270-3737,2224.945489151129
125,Dn-6ZmMqHW_ATU1I-nrNjw,capriccio-providence,Capriccio,https://s3-media1.fl.yelpcdn.com/bphoto/yZTt4qCCB3aK1nm2gMDWjg/o.jpg,False,https://www.yelp.com/biz/capriccio-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,285,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 41.8236876, 'longitude': -71.4086967}",['delivery'],$$$,"{'address1': '2 Pine St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['2 Pine St', 'Providence, RI 02903']}",+14014211320,(401) 421-1320,556.387078626705
126,-93uBoiVyQ2ZPABERT621w,the-congress-tavern-providence,The Congress Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/FKHQEBjsM5raIrvgFG7uFw/o.jpg,False,https://www.yelp.com/biz/the-congress-tavern-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,190,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"{'latitude': 41.8232088, 'longitude': -71.4102675}",['delivery'],$$,"{'address1': '62 Orange St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['62 Orange St', 'Providence, RI 02903']}",+14014550032,(401) 455-0032,481.6751767723683
127,3yspxjY5Y_n5qDzvAChS3A,harrys-bar-and-burger-providence-7,Harry's Bar & Burger,https://s3-media2.fl.yelpcdn.com/bphoto/P8PsrxFOsiFLdHuNCT0RYA/o.jpg,False,https://www.yelp.com/biz/harrys-bar-and-burger-providence-7?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,234,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 41.8237827629297, 'longitude': -71.4278965586806}","['delivery', 'pickup']",$,"{'address1': '301 Atwells Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['301 Atwells Ave', 'Providence, RI 02903']}",+14012283336,(401) 228-3336,1099.6329112268018
128,A_PPFManwSsIXJj8dM4LDg,blackstone-boulevard-walking-path-providence,Blackstone Boulevard Walking Path,https://s3-media2.fl.yelpcdn.com/bphoto/0Z2QjXwOeJQFFxCPLXpaDw/o.jpg,False,https://www.yelp.com/biz/blackstone-boulevard-walking-path-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,76,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,"{'latitude': 41.856565, 'longitude': -71.391235}",[],,"{'address1': 'Blackstone Blvd & Hope St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['Blackstone Blvd & Hope St', 'Providence, RI 02906']}",,,3889.60202028011
129,3Fl9FLuDyOiqXOU8iM2Aqw,tea-in-sahara-providence-2,Tea In Sahara,https://s3-media3.fl.yelpcdn.com/bphoto/K5AtWw0nN028m_FioLLojg/o.jpg,False,https://www.yelp.com/biz/tea-in-sahara-providence-2?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,160,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'moroccan', 'title': 'Moroccan'}]",4.0,"{'latitude': 41.822495904719, 'longitude': -71.39384987918446}",['delivery'],$$,"{'address1': '69 Governor St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['69 Governor St', 'Providence, RI 02906']}",+14017093252,(401) 709-3252,1783.6593636137588
130,jkJSmPoDdn9gQuzQHos0Tw,el-taconazo-providence-4,El Taconazo,https://s3-media3.fl.yelpcdn.com/bphoto/4LJM6Cyhq7xaNI5AeiYatg/o.jpg,False,https://www.yelp.com/biz/el-taconazo-providence-4?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,111,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 41.8069783, 'longitude': -71.4565367}",['delivery'],$,"{'address1': '298 Pocasst Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02908', 'country': 'US', 'state': 'RI', 'display_address': ['298 Pocasst Ave', 'Providence, RI 02908']}",+14014378808,(401) 437-8808,4035.8907802007675
131,5v2B0NfGDRKMABfob7V0Bg,bees-thai-cuisine-providence,Bee's Thai Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/HiTgqpCuWXokZt0VmcJoOA/o.jpg,False,https://www.yelp.com/biz/bees-thai-cuisine-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,218,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 41.8229179382324, 'longitude': -71.391960144043}",['delivery'],$$,"{'address1': '167 Ives St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['167 Ives St', 'Providence, RI 02906']}",+14012732727,(401) 273-2727,1925.6888320599173
132,u32_FsONz8HDYUTP-nM1mA,anthonys-authentic-italian-cuisine-providence,Anthonys Authentic Italian Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/6nCOwHbIotUv19ahpps1Ug/o.jpg,False,https://www.yelp.com/biz/anthonys-authentic-italian-cuisine-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,136,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 41.82416, 'longitude': -71.43196}","['delivery', 'pickup']",$$,"{'address1': '441 Atwells Ave', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['441 Atwells Ave', 'Providence, RI 02909']}",+14012735900,(401) 273-5900,1424.8460014602736
133,fYoiaIvAdjPq1cgKe-l4Wg,caserta-pizzeria-providence,Caserta Pizzeria,https://s3-media4.fl.yelpcdn.com/bphoto/uSFQgxiYwY_WXf9nxP0lHw/o.jpg,False,https://www.yelp.com/biz/caserta-pizzeria-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,314,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 41.82453, 'longitude': -71.42786}","['delivery', 'pickup']",$$,"{'address1': '121 Spruce St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['121 Spruce St', 'Providence, RI 02903']}",+14016213618,(401) 621-3618,1094.0495527035807
134,MrcevnqhMm8z8YkrNYnBmw,roger-williams-park-zoo-providence,Roger Williams Park Zoo,https://s3-media3.fl.yelpcdn.com/bphoto/6rSYozFfGi4peZJA4ex64A/o.jpg,False,https://www.yelp.com/biz/roger-williams-park-zoo-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,247,"[{'alias': 'zoos', 'title': 'Zoos'}]",4.0,"{'latitude': 41.7843719754585, 'longitude': -71.418634971347}",[],,"{'address1': '1000 Elmwood Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02907', 'country': 'US', 'state': 'RI', 'display_address': ['1000 Elmwood Ave', 'Providence, RI 02907']}",+14017853510,(401) 785-3510,4618.735939318301
135,SkMxcX9pzF1-oygBAAJ4aA,tonys-colonial-food-store-providence,Tony's Colonial Food Store,https://s3-media3.fl.yelpcdn.com/bphoto/hrkSmi-e7ZecmMuQylA2pw/o.jpg,False,https://www.yelp.com/biz/tonys-colonial-food-store-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,112,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'oliveoil', 'title': 'Olive Oil'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 41.82383, 'longitude': -71.42818}","['delivery', 'pickup']",$$,"{'address1': '311 Atwells Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['311 Atwells Ave', 'Providence, RI 02903']}",+14016218675,(401) 621-8675,1118.681227463917
